i_index unit1 scale1,j_index unit1 scale1,k_index unit1 scale1,x_coord unit1 scale1,y_coord unit1 scale1,z_coord unit1 scale1,S2X4_FACIES unit1 scale1,S2X4_POR unit1 scale1
62,143,35,49060.0,53740.0,-2652.88827515,3.0,6.583501
62,143,36,49060.0,53740.0,-2658.13534546,0.0,9.400137
62,143,37,49060.0,53740.0,-2663.38235474,1.0,2.62704
62,143,38,49060.0,53740.0,-2668.62942505,0.0,0.625444
63,60,32,49100.0,50420.0,-2737.23962402,0.0,0.0
63,60,33,49100.0,50420.0,-2742.19638062,2.0,8.684363
63,60,34,49100.0,50420.0,-2747.15316772,0.0,0.767863
63,60,35,49100.0,50420.0,-2752.10995483,2.0,6.112856
63,60,36,49100.0,50420.0,-2757.06674194,1.0,5.78335
63,60,37,49100.0,50420.0,-2762.02349854,0.0,2.721453
63,60,38,49100.0,50420.0,-2766.98025513,0.0,0.0
63,91,32,49100.0,51660.0,-2666.80401611,0.0,0.0
63,91,33,49100.0,51660.0,-2671.67446899,0.0,0.0
63,91,34,49100.0,51660.0,-2676.54498291,1.0,1.64547
63,91,35,49100.0,51660.0,-2681.41549683,1.0,6.396966
63,91,36,49100.0,51660.0,-2686.28594971,3.0,10.262519
63,91,37,49100.0,51660.0,-2691.15640259,3.0,24.984484
63,91,38,49100.0,51660.0,-2696.02685547,3.0,17.254881
63,99,32,49100.0,51980.0,-2672.62228394,0.0,0.0
63,99,33,49100.0,51980.0,-2677.87957764,1.0,2.365164
63,99,34,49100.0,51980.0,-2683.1368103,1.0,4.892059
63,99,35,49100.0,51980.0,-2688.39413452,1.0,2.939957
63,99,36,49100.0,51980.0,-2693.65142822,1.0,3.038295
63,99,37,49100.0,51980.0,-2698.90872192,3.0,9.948548
63,99,38,49100.0,51980.0,-2704.16607666,0.0,5.802894
63,146,32,49100.0,53860.0,-2631.48944092,0.0,3.488368
63,146,33,49100.0,53860.0,-2635.91479492,2.0,6.159898
63,146,34,49100.0,53860.0,-2640.34017944,1.0,7.188373
63,146,35,49100.0,53860.0,-2644.76550293,2.0,6.813643
63,146,36,49100.0,53860.0,-2649.19085693,2.0,12.185124
63,146,37,49100.0,53860.0,-2653.61621094,0.0,0.0
63,146,38,49100.0,53860.0,-2658.04156494,0.0,0.426453
64,153,32,49140.0,54140.0,-2618.32791138,1.0,1.464957
64,153,33,49140.0,54140.0,-2622.70742798,1.0,3.040928
64,153,34,49140.0,54140.0,-2627.0869751,1.0,1.675534
64,153,35,49140.0,54140.0,-2631.4664917,3.0,6.751095
64,153,36,49140.0,54140.0,-2635.84603882,3.0,20.012312
64,153,37,49140.0,54140.0,-2640.22558594,0.0,5.613482
64,153,38,49140.0,54140.0,-2644.60507202,0.0,0.0
65,85,32,49180.0,51420.0,-2726.5567627,0.0,1.662148
65,85,33,49180.0,51420.0,-2731.80368042,0.0,2.93167
65,85,34,49180.0,51420.0,-2737.05050659,2.0,7.249904
65,85,35,49180.0,51420.0,-2742.2973938,2.0,4.873059
65,85,36,49180.0,51420.0,-2747.54434204,2.0,11.232849
65,129,32,49180.0,53180.0,-2693.27731323,0.0,0.0
65,129,33,49180.0,53180.0,-2697.98718262,0.0,0.0
65,129,34,49180.0,53180.0,-2702.69702148,1.0,4.128785
65,129,35,49180.0,53180.0,-2707.40692139,3.0,17.61223
65,129,36,49180.0,53180.0,-2712.11682129,1.0,11.324658
65,129,37,49180.0,53180.0,-2716.82669067,0.0,0.0
65,129,38,49180.0,53180.0,-2721.53659058,1.0,6.079979
65,136,32,49180.0,53460.0,-2688.1835022,1.0,9.554686
65,136,33,49180.0,53460.0,-2693.05700684,1.0,2.386466
65,136,34,49180.0,53460.0,-2697.93051147,1.0,5.010056
65,136,35,49180.0,53460.0,-2702.80401611,3.0,10.397791
65,136,36,49180.0,53460.0,-2707.67755127,1.0,4.787706
65,136,37,49180.0,53460.0,-2712.55105591,3.0,3.716061
65,136,38,49180.0,53460.0,-2717.42456055,0.0,6.346417
65,150,37,49180.0,54020.0,-2649.6852417,0.0,10.853428
65,150,38,49180.0,54020.0,-2653.98831177,0.0,0.0
66,57,32,49220.0,50300.0,-2808.99765015,2.0,16.050423
66,57,33,49220.0,50300.0,-2813.21035767,2.0,19.422634
66,57,34,49220.0,50300.0,-2817.42306519,2.0,15.254629
66,57,35,49220.0,50300.0,-2821.63577271,1.0,16.998991
66,57,36,49220.0,50300.0,-2825.84848022,3.0,7.328647
66,57,37,49220.0,50300.0,-2830.06112671,1.0,0.0
66,57,38,49220.0,50300.0,-2834.27383423,1.0,18.464731
66,91,32,49220.0,51660.0,-2661.52432251,0.0,2.514479
66,91,33,49220.0,51660.0,-2665.94815063,0.0,6.434985
66,91,34,49220.0,51660.0,-2670.37197876,1.0,11.894451
66,91,35,49220.0,51660.0,-2674.79577637,1.0,9.859084
66,91,36,49220.0,51660.0,-2679.21954346,3.0,23.104443
66,91,37,49220.0,51660.0,-2683.64331055,3.0,12.761134
66,91,38,49220.0,51660.0,-2688.06713867,3.0,11.951456
66,107,32,49220.0,52300.0,-2680.45663452,1.0,3.891964
66,107,33,49220.0,52300.0,-2684.39849854,2.0,5.220574
66,107,34,49220.0,52300.0,-2688.34033203,2.0,10.403204
66,107,35,49220.0,52300.0,-2692.28213501,1.0,2.163337
66,107,36,49220.0,52300.0,-2696.22399902,0.0,9.645254
66,107,37,49220.0,52300.0,-2700.16586304,3.0,12.798801
66,107,38,49220.0,52300.0,-2704.10772705,0.0,0.0
66,114,32,49220.0,52580.0,-2718.58007812,1.0,2.454844
66,114,33,49220.0,52580.0,-2724.16983032,0.0,0.0
66,114,34,49220.0,52580.0,-2729.759552,0.0,0.0
66,114,35,49220.0,52580.0,-2735.34927368,1.0,3.297953
66,114,36,49220.0,52580.0,-2740.93899536,3.0,16.738241
66,114,37,49220.0,52580.0,-2746.52871704,3.0,21.721821
66,114,38,49220.0,52580.0,-2752.11846924,3.0,3.868509
66,149,32,49220.0,53980.0,-2635.39862061,2.0,8.124884
66,149,33,49220.0,53980.0,-2639.64752197,1.0,2.568643
66,150,33,49220.0,54020.0,-2634.59188843,1.0,2.568643
66,150,34,49220.0,54020.0,-2639.21566772,3.0,12.662516
66,150,35,49220.0,54020.0,-2643.8394165,3.0,18.939642
66,150,36,49220.0,54020.0,-2648.46316528,1.0,3.366634
66,150,37,49220.0,54020.0,-2653.08688354,0.0,0.0
66,150,38,49220.0,54020.0,-2657.71066284,0.0,9.504286
66,154,32,49220.0,54180.0,-2634.86294556,0.0,0.0
66,154,33,49220.0,54180.0,-2639.37432861,0.0,0.0
66,154,34,49220.0,54180.0,-2643.88571167,0.0,4.073659
66,154,35,49220.0,54180.0,-2648.39706421,3.0,0.451344
66,154,36,49220.0,54180.0,-2652.90844727,0.0,22.578766
66,154,37,49220.0,54180.0,-2657.41983032,0.0,2.945073
66,154,38,49220.0,54180.0,-2661.93118286,0.0,0.0
67,79,38,49260.0,51180.0,-2701.09469604,0.0,5.510735
67,89,36,49260.0,51580.0,-2682.41439819,1.0,0.0
67,89,37,49260.0,51580.0,-2686.77157593,3.0,0.0
67,89,38,49260.0,51580.0,-2691.12866211,3.0,0.0
67,90,32,49260.0,51620.0,-2663.68560791,0.0,0.0
67,90,33,49260.0,51620.0,-2667.88140869,0.0,0.0
67,90,34,49260.0,51620.0,-2672.07717896,1.0,0.0
67,90,35,49260.0,51620.0,-2676.27294922,2.0,0.0
67,90,36,49260.0,51620.0,-2680.46878052,2.0,0.0
67,118,32,49260.0,52740.0,-2722.88369751,0.0,0.0
67,118,33,49260.0,52740.0,-2727.80383301,1.0,5.118536
67,118,34,49260.0,52740.0,-2732.72396851,1.0,3.536854
67,118,35,49260.0,52740.0,-2737.64413452,2.0,6.751854
67,118,36,49260.0,52740.0,-2742.56427002,2.0,10.271231
67,118,37,49260.0,52740.0,-2747.484375,2.0,24.937613
67,118,38,49260.0,52740.0,-2752.40457153,0.0,1.669025
67,158,32,49260.0,54340.0,-2632.03555298,2.0,9.990735
67,158,33,49260.0,54340.0,-2636.42474365,2.0,0.0
67,158,34,49260.0,54340.0,-2640.8140564,0.0,0.0
67,158,35,49260.0,54340.0,-2645.20333862,3.0,1.942964
67,158,36,49260.0,54340.0,-2649.59255981,0.0,19.779823
67,158,37,49260.0,54340.0,-2653.98175049,1.0,0.0
67,161,32,49260.0,54460.0,-2619.8678894,1.0,0.0
67,161,33,49260.0,54460.0,-2624.17727661,2.0,0.0
67,161,34,49260.0,54460.0,-2628.4866333,1.0,0.0
67,161,35,49260.0,54460.0,-2632.79598999,3.0,0.0
67,161,36,49260.0,54460.0,-2637.1053772,1.0,0.0
67,161,37,49260.0,54460.0,-2641.41479492,1.0,0.0
67,161,38,49260.0,54460.0,-2645.72418213,0.0,0.0
68,55,34,49300.0,50220.0,-2839.6729126,0.0,0.0
68,55,35,49300.0,50220.0,-2843.64297485,3.0,0.0
68,55,36,49300.0,50220.0,-2847.61303711,3.0,4.290065
68,55,37,49300.0,50220.0,-2851.58309937,0.0,24.496916
68,55,38,49300.0,50220.0,-2855.55319214,0.0,0.0
68,55,39,49300.0,50220.0,-2859.52325439,0.0,0.0
68,55,40,49300.0,50220.0,-2863.49325562,0.0,0.0
68,72,38,49300.0,50900.0,-2740.42251587,1.0,3.246738
68,72,50,49300.0,50900.0,-2774.39419556,1.0,14.416039
68,77,33,49300.0,51100.0,-2742.5843811,0.0,0.0
68,77,34,49300.0,51100.0,-2747.59011841,3.0,0.0
68,77,35,49300.0,51100.0,-2752.59579468,2.0,0.0
68,78,32,49300.0,51140.0,-2742.47323608,0.0,10.82643
68,78,33,49300.0,51140.0,-2747.28057861,0.0,0.0
68,81,32,49300.0,51260.0,-2694.8291626,0.0,0.0
68,81,33,49300.0,51260.0,-2699.80340576,0.0,2.779732
68,81,34,49300.0,51260.0,-2704.77758789,1.0,4.971256
68,81,35,49300.0,51260.0,-2709.75180054,2.0,8.793947
68,81,36,49300.0,51260.0,-2714.7260437,0.0,0.0
68,81,37,49300.0,51260.0,-2719.70025635,1.0,9.692309
68,81,38,49300.0,51260.0,-2724.67446899,0.0,0.0
68,100,32,49300.0,52020.0,-2675.98733521,0.0,0.0
68,100,33,49300.0,52020.0,-2681.2878418,0.0,0.0
68,100,34,49300.0,52020.0,-2686.58837891,1.0,1.774018
68,100,35,49300.0,52020.0,-2691.88894653,1.0,3.515349
68,100,36,49300.0,52020.0,-2697.18951416,1.0,0.0
68,100,37,49300.0,52020.0,-2702.49002075,2.0,5.434338
68,100,38,49300.0,52020.0,-2707.79055786,0.0,4.460033
69,61,32,49340.0,50460.0,-2742.95635986,2.0,5.287449
69,61,33,49340.0,50460.0,-2748.17163086,1.0,10.555667
69,61,34,49340.0,50460.0,-2753.38690186,3.0,9.791078
69,61,35,49340.0,50460.0,-2758.60223389,2.0,3.977991
69,61,36,49340.0,50460.0,-2763.81756592,1.0,4.638326
69,61,37,49340.0,50460.0,-2769.03286743,2.0,6.588876
69,61,38,49340.0,50460.0,-2774.24819946,0.0,0.0
69,68,32,49340.0,50740.0,-2723.73501587,0.0,11.168084
69,68,33,49340.0,50740.0,-2727.37658691,0.0,9.332067
69,68,34,49340.0,50740.0,-2731.01818848,0.0,10.19913
69,68,35,49340.0,50740.0,-2734.659729,0.0,0.0
69,68,36,49340.0,50740.0,-2738.30123901,0.0,0.0
69,68,37,49340.0,50740.0,-2741.94277954,3.0,0.0
69,68,38,49340.0,50740.0,-2745.58435059,0.0,0.0
69,78,32,49340.0,51140.0,-2749.0291748,0.0,10.82643
69,80,32,49340.0,51220.0,-2687.27081299,1.0,11.102069
69,80,33,49340.0,51220.0,-2691.49029541,0.0,4.82435
69,80,34,49340.0,51220.0,-2695.70977783,2.0,6.84631
69,80,35,49340.0,51220.0,-2699.92932129,2.0,7.4805
69,80,36,49340.0,51220.0,-2704.14883423,2.0,14.921019
69,80,37,49340.0,51220.0,-2708.36828613,1.0,3.960968
69,142,32,49340.0,53700.0,-2699.40896606,2.0,14.479723
69,142,33,49340.0,53700.0,-2704.48614502,1.0,8.366161
69,142,34,49340.0,53700.0,-2709.56329346,0.0,4.859718
69,142,35,49340.0,53700.0,-2714.64047241,3.0,11.991344
69,142,36,49340.0,53700.0,-2719.71768188,2.0,4.324611
69,142,37,49340.0,53700.0,-2724.79483032,0.0,10.281302
69,142,38,49340.0,53700.0,-2729.87194824,0.0,0.0
70,89,35,49380.0,51580.0,-2678.78570557,2.0,0.0
70,89,36,49380.0,51580.0,-2682.94219971,0.0,0.0
70,89,37,49380.0,51580.0,-2687.09869385,2.0,10.532099
70,89,38,49380.0,51580.0,-2691.25524902,0.0,12.498114
70,93,32,49380.0,51740.0,-2649.09597778,0.0,0.0
70,93,33,49380.0,51740.0,-2654.35739136,1.0,0.0
70,93,34,49380.0,51740.0,-2659.61871338,3.0,1.329497
70,129,32,49380.0,53180.0,-2739.09979248,1.0,2.695875
70,129,33,49380.0,53180.0,-2743.60577393,1.0,3.126043
70,129,34,49380.0,53180.0,-2748.11178589,0.0,0.0
70,129,35,49380.0,53180.0,-2752.61779785,3.0,7.590764
70,129,36,49380.0,53180.0,-2757.12380981,0.0,9.99222
70,136,32,49380.0,53460.0,-2721.82449341,2.0,6.169824
70,136,33,49380.0,53460.0,-2727.40066528,2.0,1.588662
70,136,34,49380.0,53460.0,-2732.97686768,1.0,1.431812
70,136,35,49380.0,53460.0,-2738.55307007,3.0,0.0
70,136,36,49380.0,53460.0,-2744.12927246,1.0,0.0
70,136,37,49380.0,53460.0,-2749.70544434,0.0,0.0
70,160,32,49380.0,54420.0,-2663.55822754,1.0,7.064947
70,160,33,49380.0,54420.0,-2668.19958496,3.0,13.162359
70,160,34,49380.0,54420.0,-2672.8409729,1.0,2.530211
70,160,35,49380.0,54420.0,-2677.48236084,3.0,16.041964
70,160,36,49380.0,54420.0,-2682.1237793,3.0,20.10041
70,160,37,49380.0,54420.0,-2686.76516724,1.0,4.686285
70,160,38,49380.0,54420.0,-2691.40652466,0.0,4.807158
71,89,33,49420.0,51580.0,-2672.60482788,0.0,0.0
71,89,34,49420.0,51580.0,-2676.81295776,2.0,6.450023
71,89,35,49420.0,51580.0,-2681.02108765,1.0,0.0
71,90,32,49420.0,51620.0,-2667.34936523,0.0,16.564911
71,93,34,49420.0,51740.0,-2660.24630737,3.0,1.329497
71,93,35,49420.0,51740.0,-2665.15872192,2.0,6.575103
71,93,36,49420.0,51740.0,-2670.24942017,2.0,23.40391
71,95,32,49420.0,51820.0,-2662.13595581,0.0,0.0
71,95,33,49420.0,51820.0,-2667.28500366,0.0,0.0
71,95,34,49420.0,51820.0,-2672.43408203,2.0,7.662328
71,95,35,49420.0,51820.0,-2677.58309937,1.0,3.479307
71,95,36,49420.0,51820.0,-2682.73214722,1.0,0.0
71,95,37,49420.0,51820.0,-2687.8812561,1.0,10.000591
71,95,38,49420.0,51820.0,-2693.03030396,0.0,5.199431
71,101,32,49420.0,52060.0,-2678.69116211,0.0,0.0
71,101,33,49420.0,52060.0,-2684.07077026,0.0,8.609938
71,101,34,49420.0,52060.0,-2689.45043945,1.0,1.959083
71,101,35,49420.0,52060.0,-2694.83007812,2.0,4.303229
71,101,36,49420.0,52060.0,-2700.2097168,2.0,10.736835
71,101,37,49420.0,52060.0,-2705.58938599,1.0,6.310881
71,101,38,49420.0,52060.0,-2710.96902466,0.0,6.137681
71,102,38,49420.0,52100.0,-2712.37438965,0.0,6.137681
72,90,32,49460.0,51620.0,-2670.6255188,1.0,0.0
72,90,33,49460.0,51620.0,-2675.57873535,0.0,0.0
72,109,32,49460.0,52380.0,-2714.0546875,0.0,0.0
72,109,33,49460.0,52380.0,-2719.30084229,0.0,2.766581
72,109,34,49460.0,52380.0,-2724.54696655,1.0,4.035408
72,109,35,49460.0,52380.0,-2729.79315186,3.0,5.465574
72,109,36,49460.0,52380.0,-2735.03933716,0.0,9.095233
72,109,37,49460.0,52380.0,-2740.28552246,1.0,0.0
72,109,38,49460.0,52380.0,-2745.53170776,0.0,3.562983
72,146,32,49460.0,53860.0,-2723.53823853,1.0,4.022848
72,146,33,49460.0,53860.0,-2728.51818848,1.0,8.275625
72,146,34,49460.0,53860.0,-2733.49810791,0.0,2.188493
72,146,35,49460.0,53860.0,-2738.47805786,3.0,12.780455
72,146,36,49460.0,53860.0,-2743.45797729,3.0,23.550241
72,146,37,49460.0,53860.0,-2748.43792725,0.0,1.611611
72,146,38,49460.0,53860.0,-2753.4178772,0.0,0.0
72,164,32,49460.0,54580.0,-2671.41009521,1.0,6.17629
72,164,33,49460.0,54580.0,-2676.01638794,2.0,10.614369
72,164,34,49460.0,54580.0,-2680.62265015,1.0,1.729097
72,164,35,49460.0,54580.0,-2685.22897339,3.0,16.74995
72,164,36,49460.0,54580.0,-2689.83532715,3.0,18.753389
72,164,37,49460.0,54580.0,-2694.44161987,2.0,8.526815
72,164,38,49460.0,54580.0,-2699.0479126,0.0,0.0
73,103,32,49500.0,52140.0,-2683.41107178,1.0,5.13712
73,103,33,49500.0,52140.0,-2688.73626709,0.0,2.41138
73,103,34,49500.0,52140.0,-2694.06143188,1.0,7.0363
73,103,35,49500.0,52140.0,-2699.38656616,2.0,9.783411
73,103,36,49500.0,52140.0,-2704.71170044,1.0,10.256219
73,103,37,49500.0,52140.0,-2710.03683472,2.0,6.425147
73,103,38,49500.0,52140.0,-2715.36203003,0.0,0.0
73,155,32,49500.0,54220.0,-2707.49227905,0.0,3.323131
73,155,33,49500.0,54220.0,-2713.08932495,1.0,0.234291
73,155,34,49500.0,54220.0,-2718.68637085,3.0,12.133017
73,155,35,49500.0,54220.0,-2724.28338623,3.0,18.799585
73,155,36,49500.0,54220.0,-2729.88040161,1.0,0.0
73,155,37,49500.0,54220.0,-2735.47741699,0.0,1.810614
73,155,38,49500.0,54220.0,-2741.07443237,0.0,11.127018
74,117,32,49540.0,52700.0,-2721.16271973,1.0,0.0
74,117,33,49540.0,52700.0,-2726.35742188,1.0,0.0
74,117,34,49540.0,52700.0,-2731.55218506,0.0,0.0
74,117,35,49540.0,52700.0,-2736.74700928,1.0,0.0
74,117,36,49540.0,52700.0,-2741.94174194,2.0,0.0
74,117,37,49540.0,52700.0,-2747.13647461,1.0,0.0
74,117,38,49540.0,52700.0,-2752.33129883,0.0,0.0
74,169,32,49540.0,54780.0,-2685.9083252,0.0,0.00607
74,169,33,49540.0,54780.0,-2690.2331543,2.0,11.390709
74,169,34,49540.0,54780.0,-2694.55792236,0.0,0.0
74,169,35,49540.0,54780.0,-2698.88278198,1.0,7.735088
74,169,36,49540.0,54780.0,-2703.2076416,3.0,15.409004
74,169,37,49540.0,54780.0,-2707.5324707,3.0,6.416684
74,169,38,49540.0,54780.0,-2711.8572998,0.0,2.09099
75,83,32,49580.0,51340.0,-2753.27853394,0.0,7.144682
75,83,33,49580.0,51340.0,-2757.91436768,0.0,1.915737
75,83,34,49580.0,51340.0,-2762.55020142,0.0,4.989956
75,83,35,49580.0,51340.0,-2767.18603516,0.0,0.0
75,83,36,49580.0,51340.0,-2771.8218689,0.0,0.0
75,83,37,49580.0,51340.0,-2776.45770264,0.0,0.0
75,83,38,49580.0,51340.0,-2781.09359741,0.0,0.0
75,98,32,49580.0,51940.0,-2668.00839233,1.0,0.0
75,98,33,49580.0,51940.0,-2673.39770508,0.0,8.760983
75,98,34,49580.0,51940.0,-2678.78704834,1.0,8.073669
75,98,35,49580.0,51940.0,-2684.1763916,2.0,7.612868
75,98,36,49580.0,51940.0,-2689.56573486,2.0,10.909398
75,98,37,49580.0,51940.0,-2694.95507812,2.0,6.045661
75,98,38,49580.0,51940.0,-2700.34436035,0.0,3.371448
75,102,32,49580.0,52100.0,-2679.07492065,1.0,4.31437
75,102,33,49580.0,52100.0,-2684.97357178,1.0,0.0
75,102,34,49580.0,52100.0,-2690.87219238,0.0,3.635528
75,102,35,49580.0,52100.0,-2696.77078247,1.0,7.514791
75,102,36,49580.0,52100.0,-2702.66937256,2.0,5.403388
75,102,37,49580.0,52100.0,-2708.56796265,2.0,8.052273
75,102,38,49580.0,52100.0,-2714.46655273,0.0,9.285102
75,138,32,49580.0,53540.0,-2766.31948853,2.0,9.692619
75,138,33,49580.0,53540.0,-2771.41079712,1.0,3.702147
75,138,34,49580.0,53540.0,-2776.50204468,0.0,5.737598
75,138,35,49580.0,53540.0,-2781.59335327,3.0,4.004938
75,138,36,49580.0,53540.0,-2786.6847229,3.0,13.491883
75,138,37,49580.0,53540.0,-2791.77609253,0.0,0.0
75,138,38,49580.0,53540.0,-2796.86743164,1.0,4.055143
75,174,32,49580.0,54980.0,-2683.25512695,0.0,3.948619
75,174,33,49580.0,54980.0,-2687.39971924,1.0,10.416761
